id,name,brand,line,description,sku,price,imageUrl,oem,specifications,characteristics,applications_brand,applications_model,applications_motor,applications_years
HLB-1017,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1017,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1017.jpg,,,19 DIENTES,CHEVROLET,MERIVA,L4 1.8L,2004 - 2008
HLB-1017,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1017,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1017.jpg,,,19 DIENTES,CHEVROLET,TORNADO,L4 1.8L,2003 - 2011
HLB-1017,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1017,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1017.jpg,,,19 DIENTES,FIAT,PALIO,L4 1.8L,2006 - 2008
HLB-1018,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1018,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1018.jpg,,,,CHEVROLET,AVEO,L4 1.6L,2007 - 2018
HLB-1018,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1018,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1018.jpg,,,,PONTIAC,G3,L4 1.6L,2006 - 2008
HLB-1019,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1019,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1019.jpg,,,,NISSAN,APRIO,L4 1.6L,2008 - 2010
HLB-1019,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1019,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1019.jpg,,,,NISSAN,PLATINA,L4 1.6L,2001 - 2009
HLB-1019,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1019,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1019.jpg,,,,RENAULT,CLIO,L4 1.6L,2002 - 2009
HLB-1019,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1019,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1019.jpg,,,,RENAULT,KANGOO,L4 1.6L,2004 - 2015
HLB-1019,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1019,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1019.jpg,,,,RENAULT,MEGANE,L4 1.6L,2009 - 2010
HLB-1019,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1019,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1019.jpg,,,,RENAULT,SANDERO,L4 1.6L,2010 - 2015
HLB-1019,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1019,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1019.jpg,,,,RENAULT,STEPWAY,L4 1.6L,2010 - 2015
HLB-1020,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1020,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1020.jpg,,,23 DIENTES,CHEVROLET,ASTRA,L4 1.8L,2000 - 2003
HLB-1020,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1020,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1020.jpg,,,23 DIENTES,CHEVROLET,CORSA,L4 1.8L,2002 - 2002
HLB-1020,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1020,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1020.jpg,,,23 DIENTES,CHEVROLET,ZAFIRA,L4 1.8L,2002 - 2006
HLB-1021,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1021,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1021.jpg,,,,CHEVROLET,MATIZ,L4 1.0L,2011 - 2015
HLB-1021,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1021,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1021.jpg,,,,PONTIAC,MATIZ (G2),L4 1.0L,2004 - 2010
HLB-1022,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1022,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1022.jpg,,,,DODGE,DART,L4 1.4L,2013 - 2015
HLB-1022,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1022,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1022.jpg,,,,FIAT,500,L4 1.4L,2012 - 2017
HLB-1023,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1023,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1023.jpg,,,,NISSAN,MICRA,L4 1.4L,2005-2007
HLB-1024,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1024,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1024.jpg,,,,MG,3,L4 1.5L,2021-2025
HLB-1024,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1024,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1024.jpg,,,,MG,5,L4 1.5L,2021-2025
HLB-1024,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1024,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1024.jpg,,,,MG,ZS,L4 1.5L,2021-2025
HLB-1025,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1025,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1025.jpg,,,,"HONDA ",PASSPORT,V6 3.2L,1998-2000
HLB-1025,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1025,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1025.jpg,,,,ISUZU,AMIGO,V6 3.2L,1998-2004
HLB-1025,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1025,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1025.jpg,,,,ISUZU,RODEO,V6 3.2L,1998-2004
HLB-1025,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1025,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1025.jpg,,,,ISUZU,TROOPER,V6 3.5L,1998-2004
HLB-1026,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1026,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1026.jpg,,,,CHEVROLET,ASTRA,L4 1.8L,2007 - 2009
HLB-1026,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1026,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1026.jpg,,,,CHEVROLET,AVEO,L4 1.6L,2009 - 2012
HLB-1026,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1026,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1026.jpg,,,,CHEVROLET,CRUZE,L4 1.8L,2011 - 2017
HLB-1026,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1026,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1026.jpg,,,,CHEVROLET,SONIC,L4 1.6L,2011 - 2017
HLB-1026,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1026,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1026.jpg,,,,CHEVROLET,SONIC,L4 1.8L,2012 - 2017
HLB-1026,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1026,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1026.jpg,,,,CHEVROLET,TRAX,L4 1.8L,2013 - 2017
HLB-1026,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1026,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1026.jpg,,,,PONTIAC,G3,L4 1.6L,2009 - 2009
HLB-1027,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1027,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1027.jpg,,,,NISSAN,ALTIMA,L4 2.5L,2013-2017
HLB-1027,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1027,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1027.jpg,,,,NISSAN,ROGUE,L4 2.5L,2013-2017
HLB-1028,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1028,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1028.jpg,,,,OBSOLETA,OBSOLETA,OBSOLETA,OBSOLETA
HLB-1029,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1029,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1029.jpg,,,,MAZDA,2,L4 1.5L,2011 - 2014
HLB-1030,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1030,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1030.jpg,,,,FIAT,PANDA,L4 1.2L,2007 - 2008
HLB-1031,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1031,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1031.jpg,,,,,,,
HLB-1032,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1032,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1032.jpg,,,,PEUGEOT,307,L4 2.0L,2003 - 2005
HLB-1032,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1032,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1032.jpg,,,,PEUGEOT,406,L4 2.0L,2000 - 2005
HLB-1032,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1032,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1032.jpg,,,,PEUGEOT,407,L4 2.2L,2006 - 2008
HLB-1033,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1033,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1033.jpg,,,,PEUGEOT,307,L4 2.0L,2006 - 2009
HLB-1034,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1034,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1034.jpg,,,,VOLKSWAGEN,AMAROK,L4 2.0L,2011 - 2015
HLB-1034,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1034,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1034.jpg,,,,VOLKSWAGEN,PASSAT,L4 2.0L,2012 - 2015
HLB-1034,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1034,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1034.jpg,,,,VOLKSWAGEN,VENTO,L4 1.6L,2014 - 2018
HLB-1035,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1035,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1035.jpg,,,,PEUGEOT,206,L4 1.4L,2003 - 2008
HLB-1035,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1035,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1035.jpg,,,,PEUGEOT,207,L4 1.4L,2008 - 2011
HLB-1036,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1036,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1036.jpg,,,,CHEVROLET,OPTRA,L4 2.0L,2006 - 2010
HLB-1037,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1037,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1037.jpg,,,,TOYOTA,AVANZA,L4 1.5L,2007 - 2017
HLB-1038,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1038,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1038.jpg,,,,PEUGEOT,PARTNER,L4 1.6L,2009 - 2017
HLB-1039,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1039,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1039.jpg,,,,FORD,F-250 Super Duty,V8 6.4L,2008 - 2010
HLB-1039,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1039,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1039.jpg,,,,FORD,F-350 Super Duty,V8 6.4L,2008 - 2010
HLB-1039,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1039,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1039.jpg,,,,FORD,F-450 Super Duty,V8 6.4L,2008 - 2010
HLB-1039,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1039,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1039.jpg,,,,FORD,F-550 Super Duty,V8 6.4L,2008 - 2010
HLB-1040,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1040,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1040.jpg,,,,,,,
HLB-1041,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1041,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1041.jpg,,,,,,,
HLB-1042,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1042,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1042.jpg,,,,ACURA,CSX,L4 2.0L,2008 - 2009
HLB-1042,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1042,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1042.jpg,,,,ACURA,RSX,L4 2.0L,2002 - 2006
HLB-1042,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1042,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1042.jpg,,,,HONDA,CIVIC,L4 2.0L,2006 - 2011
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,C240,V6 2.6L,2001 - 2005
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,C280,V6 2.8L,1999 - 2000
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,C320,V6 3.2L,2001 - 2005
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,CL500,V8 5.0L,2001 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,CLK320,V6 3.2L,1998 - 2005
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,CLK430,V8 4.3L,2001 - 2003
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,CLK500,V8 5.0L,2003 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,CLS500,V8 5.0L,2006 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,E320,V6 3.2L,1998 - 2005
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,E430,V8 4.3L,1999 - 2002
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,E500,V8 5.0L,2003 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,G500,V8 5.0L,2002 - 2008
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,ML320,V6 3.2L,1998 - 2003
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,ML350,V6 3.7L,2003 - 2005
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,ML430,V8 4.3L,2001 - 2001
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,R500,V8 5.0L,2006 - 2007
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,S350,V6 3.7L,2006 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,S430,V8 4.3L,2000 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,S500,V8 5.0L,2000 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,SL500,V8 5.0L,2000 - 2006
HLB-1043,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1043,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1043.jpg,,,,MERCEDES-BENZ,SLK320,V6 3.2L,2001 - 2004
HLB-1044,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1044,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1044.jpg,,,,PONTIAC,GRAND AM,L4 2.0L,1987-1989
HLB-1044,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1044,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1044.jpg,,,,PONTIAC,SUNBIRD,L4 2.0L,1987-1989
HLB-1045,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1045,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1045.jpg,,,,NISSAN,TSURU,L4 1.6L,1990 - 1990
HLB-1046,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1046,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1046.jpg,,,19 DIENTES,VOLKSWAGEN,BEETLE,L4 1.9L,2004 - 2006
HLB-1046,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1046,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1046.jpg,,,19 DIENTES,VOLKSWAGEN,BORA,L4 1.9L,2004 - 2010
HLB-1046,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1046,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1046.jpg,,,19 DIENTES,VOLKSWAGEN,EUROVAN,L4 1.9L,2005 - 2009
HLB-1046,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1046,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1046.jpg,,,19 DIENTES,VOLKSWAGEN,JETTA,L4 1.9L,2004 - 2006
HLB-1047,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1047,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1047.jpg,,,,BUICK,ENCORE,L4 1.4L,2013 - 2017
HLB-1047,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1047,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1047.jpg,,,,CHEVROLET,CRUZE,L4 1.4L,2011 - 2017
HLB-1047,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1047,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1047.jpg,,,,CHEVROLET,SONIC,L4 1.4L,2012 - 2017
HLB-1047,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1047,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1047.jpg,,,,CHEVROLET,TRAX,L4 1.4L,2015 - 2017
HLB-1048,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1048,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1048.jpg,,,,TOYOTA,4 RUNNER,V6 4.0L,2003 - 2009
HLB-1048,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1048,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1048.jpg,,,,TOYOTA,FJ CRUISER,V6 4.0L,2007 - 2009
HLB-1048,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1048,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1048.jpg,,,,TOYOTA,TACOMA,V6 4.0L,2005 - 2015
HLB-1048,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1048,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1048.jpg,,,,TOYOTA,TUNDRA,V6 4.0L,2005 - 2011
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,CHRYSLER,200,L4 2.4L,2011 - 2016
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,CHRYSLER,SEBRING,L4 2.4L,2007 - 2010
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,DODGE,AVENGER,L4 2.4L,2008 - 2014
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,DODGE,CALIBER,L4 1.8L,2007 - 2009
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,DODGE,CALIBER,L4 2.0L,2007 - 2012
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,DODGE,CALIBER,L4 2.4L,2007 - 2012
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,DODGE,DART,L4 2.0L,2013 - 2016
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,DODGE,DART,L4 2.4L,2013 - 2016
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,DODGE,JOURNEY,L4 2.4L,2009 - 2017
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,JEEP,CHEROKEE,L4 2.4L,2014 - 2016
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,JEEP,COMPASS,L4 2.0L,2007 - 2016
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,JEEP,COMPASS,L4 2.4L,2007 - 2017
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,JEEP,PATRIOT,L4 2.0L,2007 - 2017
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,JEEP,PATRIOT,L4 2.4L,2007 - 2017
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,MITSUBISHI,LANCER,L4 2.0L,2008 - 2014
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,MITSUBISHI,LANCER,L4 2.4L,2009 - 2014
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,MITSUBISHI,OUTLANDER,L4 2.4L,2008 - 2016
HLB-1049,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1049,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1049.jpg,,,,RAM,PROMASTER CITY,L4 2.4L,2015 - 2016
HLB-1050,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1050,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1050.jpg,,,,FORD,EDGE,V6 3.5L,2007 - 2010
HLB-1050,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1050,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1050.jpg,,,,FORD,FUSION,V6 3.5L,2010 - 2012
HLB-1050,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1050,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1050.jpg,,,,FORD,TAURUS,V6 3.5L,2008 - 2010
HLB-1050,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1050,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1050.jpg,,,,LINCOLN,MKS,V6 3.5L,2010 - 2010
HLB-1050,BOMBA DE AGUA,POLAR,,BOMBA DE AGUA,HLB-1050,Cotizar,/IMAGENES BOMBAS DE AGUA HLB/HLB-1050.jpg,,,,LINCOLN,MKS,V6 3.7L,2009 - 2010
